spelling,IPA,pronunciation
retirement,ritaɪɚrmənt,rit53rment
retrieve,rɪtriv,r1triv
retrieve,ritriv,ritriv
return,rɪtɚrn,r1t3rn
returned,rɪtɚrnd,r1t3rnd
reusable,rijuzəbəl,rijuzebel
reuse,rijuz,rijuz
rev,rɛv,rEv
reveal,rəvil,revil
revealed,rɪvild,r1vild
revealed,rivild,rivild
revenge,rivɛndʒ,rivEnG
revenue,rɛvənju,rEvenju
reverberate,rɪvɚrbɚreɪt,r1v3rb3r8t
reverend,rɛvɚrənd,rEv3rend
reverend,rɛvrənd,rEvrend
reversal,rɪvɚrsəl,r1v3rsel
reversal,rivɚrsəl,riv3rsel
reverse,rɪvɚrs,r1v3rs
reverse,rivɚrs,riv3rs
revert,rɪvɚrt,r1v3rt
review,rivju,rivju
review,rɪvju,r1vju
revoir,rɪvwɑr,r1vwar
reward,riwɔrd,riwcrd
reward,rɪwɔrd,r1wcrd
rewash,riwɑʃ,riwaS
rewind,riwaɪnd,riw5nd
rewrite,riraɪt,rir5t
rewritten,rirɪtən,rir1ten
rhapsody,ræpsədi,r@psedi
rhetoric,rɛtɚrɪk,rEt3r1k
rheum,rum,rum
rheumatoid,rumətɔɪd,rumet2d
rhino,raɪnoʊ,r5no
rhinoceros,raɪnɑsɚrəs,r5nas3res
rhyme,raɪm,r5m
rhythm,rɪðm,r1Dm
rib,rɪb,r1b
ribbon,rɪbən,r1ben
ribs,rɪbz,r1bz
rice,raɪs,r5s
rich,rɪtʃ,r1C
richard,rɪtʃɚrd,r1C3rd
rick,rɪk,r1k
ricochet,rɪkəʃeɪ,r1keS8
rid,rɪd,r1d
ridden,rɪdən,r1den
riddle,rɪdəl,r1del
ride,raɪd,r5d
rider,raɪdɚr,r5d3r
ridge,rɪdʒ,r1G
ridicule,rɪdɪkjul,r1d1kjul
ridiculous,rɪdɪkjələs,r1d1kjeles
riding,raɪdɪŋ,r5d1N
riffraff,rɪfræf,r1fr@f
rifle,raɪfəl,r5fel
rifles,raɪfəlz,r5felz
rift,rɪft,r1ft
rig,rɪg,r1g
right,raɪt,r5t
rights,raɪts,r5ts
rigid,rɪdʒəd,r1Ged
rile,raɪl,r5l
riley,raɪli,r5li
rim,rɪm,r1m
rime,raɪm,r5m
rind,raɪnd,r5nd
ring,rɪŋ,r1N
ringing,rɪŋɪŋ,r1N1N
rings,rɪŋz,r1Nz
rink,rɪŋk,r1Nk
rinse,rɪns,r1ns
riot,raɪət,r5et
rip,rɪp,r1p
ripe,raɪp,r5p
ripen,raɪpən,r5pen
ripped,rɪpt,r1pt
rippling,rɪplɪŋ,r1pl1N
rise,raɪz,r5z
risk,rɪsk,r1sk
risks,rɪsks,r1sks
rita,ritə,rite
rite,raɪt,r5t
ritual,rɪtʃuəl,r1Cuel
ritz,rɪts,r1ts
rival,raɪvəl,r5vel
river,rɪvɚr,r1v3r
riverbank,rɪvɚrbæŋk,r1v3rb@Nk
rivers,rɪvɚrz,r1v3rz
roach,roʊtʃ,roC
road,roʊd,rod
roadrunner,roʊdrʌnɚr,rodr^n3r
roadway,roʊdweɪ,rodw8
roam,roʊm,rom
roar,rɔr,rcr
roast,roʊst,rost
roasted,roʊstəd,rosted
roasted,roʊstɪd,rost1d
rob,rɑb,rab
robbed,rɑbd,rabd
robber,rɑbɚr,rab3r
robbery,rɑbɚri,rab3ri
robbing,rɑbɪŋ,rab1N
robe,roʊb,rob
robert,rɑbɚrt,rab3rt
robin,rɑbən,raben
robot,roʊbɑt,robat
rock,rɑk,rak
rocker,rɑkɚr,rak3r
rocket,rɑkɪt,rak1t
rockingchair,rɑkɪŋtʃɛr,rak1NCEr
rocks,rɑks,raks
rocky,rɑki,raki
rod,rɑd,rad
rode,roʊd,rod
rodent,roʊdənt,rodent
rodeo,roʊdioʊ,rodio
rodney,rɑdni,radni
roe,roʊ,ro
roger,rɑdʒɚr,raG3r
rogue,roʊg,rog
rogues,roʊgz,rogz
roland,roʊlənd,rolend
role,roʊl,rol
roll,roʊl,rol
roller,roʊlɚr,rol3r
rollercoaster,roʊlɚrkoʊstɚr,rol3rkost3r
rolling,roʊlɪŋ,rol1N
rollingpin,roʊlɪŋpɪn,rol1Np1n
romance,roʊmæns,rom@ns
romantic,roʊmæntɪk,rom@nt1k
rome,roʊm,rom
romp,rɑmp,ramp
roof,ruf,ruf
roof,rʊf,rUf
rooftop,ruftɑp,ruftap
rook,rʊk,rUk
rookie,rʊki,rUki
room,rum,rum
roommate,rumeɪt,rum8t
rooms,rumz,rumz
roomy,rumi,rumi
roosevelt,roʊzəvɛlt,rozevElt
roosevelt,ruzəvɛlt,ruzevElt
roost,rust,rust
rooster,rustɚr,rust3r
root,rut,rut
roots,ruts,ruts
rope,roʊp,rop
ropes,roʊps,rops
rory,rɔri,rcri
rosa,roʊzə,roze
rose,roʊz,roz
rosebud,roʊzbʌd,rozb^d
rosebush,roʊzbʊʃ,rozbUS
rosemary,roʊzmɛri,rozmEri
ross,rɑs,ras
ross,rɔs,rcs
rot,rɑt,rat
rotate,roʊteɪt,rot8t
rotation,roʊteɪʃən,rot8Sen
rotisserie,rətɪsɚri,ret1s3ri
rotten,rɑtən,raten
rouge,ruʒ,ruZ
rough,rʌf,r^f
round,raʊnd,rOnd
roundness,raʊndnəs,rOndnes
rouse,raʊz,rOz
rout,raʊt,rOt
route,raʊt,rOt
route,rut,rut
routine,rutin,rutin
rove,roʊv,rov
row,raʊ,rO
row,roʊ,ro
rowboat,roʊboʊt,robot
rowdy,raʊdi,rOdi
rowing,roʊɪŋ,ro1N
royal,rɔɪəl,r2el
royalty,rɔɪəlti,r2elti
rub,rʌb,r^b
rubber,rʌbɚr,r^b3r
rubbery,rʌbɚri,r^b3ri
rubbing,rʌbɪŋ,r^b1N
rubbish,rʌbɪʃ,r^b1S
rubble,rʌbəl,r^bel
rube,rub,rub
rubric,rubrɪk,rubr1k
ruby,rubi,rubi
rude,rud,rud
rue,ru,ru
ruff,rʌf,r^f
ruffle,rʌfəl,r^fel
rug,rʌg,r^g
rugby,rʌgbi,r^gbi
ruin,ruɪn,ru1n
ruined,ruənd,ruend
ruined,ruɪnd,ru1nd
rule,rul,rul
ruled,ruld,ruld
ruler,rulɚr,rul3r
rules,rulz,rulz
rum,rʌm,r^m
rump,rʌmp,r^mp
run,rʌn,r^n
rung,rʌŋ,r^N
runner,rʌnɚr,r^n3r
running,rʌnɪŋ,r^n1N
runny,rʌni,r^ni
runs,rʌnz,r^nz
runt,rʌnt,r^nt
runway,rʌnweɪ,r^nw8
rural,rʊrəl,rUrel
ruse,ruz,ruz
rush,rʌʃ,r^S
rushed,rʌʃt,r^St
rushing,rʌʃɪŋ,r^S1N
russell,rʌsəl,r^sel
russian,rʌʃən,r^Sen
rust,rʌst,r^st
rusted,rʌstəd,r^sted
rusted,rʌstɪd,r^st1d
rustic,rʌstɪk,r^st1k
rustle,rʌsəl,r^sel
rut,rʌt,r^t
rutabaga,rutəbeɪgə,ruteb8ge
ruth,ruθ,ruT
rye,raɪ,r5
sabbatical,səbætɪkəl,seb@t1kel
saber,seɪbɚr,s8b3r
saboteur,sæbətɚr,s@bet3r
saboteurs,sæbətɚrz,s@bet3rz
sack,sæk,s@k
sacrifice,sækrəfaɪs,s@kref5s
sad,sæd,s@d
saddle,sædəl,s@del
sadly,sædli,s@dli
sadness,sædnəs,s@dnes
safe,seɪf,s8f
safety,seɪfti,s8fti
sag,sæg,s@g
saga,sɑgə,sage
sage,seɪdʒ,s8G
said,sɛd,sEd
sail,seɪl,s8l
sailboat,seɪlboʊt,s8lbot
sailed,seɪld,s8ld
sailor,seɪlɚr,s8l3r
saint,seɪnt,s8nt
sake,seɪk,s8k
sake,sɑki,saki
salacious,səleɪʃəs,sel8Ses
salad,sæləd,s@led
salamander,sæləmændɚr,s@lem@nd3r
salami,səlɑmi,selami
sale,seɪl,s8l
saliva,səlaɪvə,sel5ve
sally,sæli,s@li
salmon,sæmən,s@men
salon,səlɑn,selan
saloon,səlun,selun
salt,sɔlt,sclt
saltine,sɔltin,scltin
salty,sɔlti,sclti
salute,səlut,selut
salvage,sælvɪdʒ,s@lv1G
salvation,sælveɪʃən,s@lv8Sen
salve,sæv,s@v
sam,sæm,s@m
same,seɪm,s8m
sample,sæmpəl,s@mpel
san,sæn,s@n
sanctuary,sæŋktʃuɛri,s@NkCuEri
sand,sænd,s@nd
sandal,sændəl,s@ndel
sandbox,sændbɑks,s@ndbaks
sandman,sændmæn,s@ndm@n
sandpaper,sændpeɪpɚr,s@ndp8p3r
sandwich,sændwɪtʃ,s@ndw1C
sandy,sændi,s@ndi
sane,seɪn,s8n
sang,sæŋ,s@N
sanguine,sæŋgwɪn,s@Ngw1n
sanguineous,sæŋgwɪniəs,s@Ngw1nies
sank,sæŋk,s@Nk
santa,sæntə,s@nte
sap,sæp,s@p
sapphire,sæfaɪɚr,s@f53r
sarah,sɛrə,sEre
sardine,sɑrdin,sardin
sash,sæʃ,s@S
sat,sæt,s@t
satchel,sætʃəl,s@Cel
satellite,sætəlaɪt,s@tel5t
satire,sætaɪɚr,s@t53r
satisfied,sætɪsfaɪd,s@t1sf5d
satisfied,sætəsfaɪd,s@tesf5d
satisfy,sætəsfaɪ,s@tesf5
satisfy,sætɪsfaɪ,s@t1sf5
saturday,sætɚrdeɪ,s@t3rd8
sauce,sɔs,scs
saucepan,sɔspæn,scsp@n
saudi,saʊdi,sOdi
saudi,sɑdi,sadi
sauerkraut,saʊɚrkraʊt,sO3rkrOt
sausage,sɔsədʒ,scseG
sausage,sɔsɪdʒ,scs1G
save,seɪv,s8v
saved,seɪvd,s8vd
saves,seɪvz,s8vz
saving,seɪvɪŋ,s8v1N
savior,seɪvjɚr,s8vj3r
savvy,sævi,s@vi
saw,sɔ,sc
sawdust,sɔdʌst,scd^st
sawyer,sɔjɚr,scj3r
sawyer,sɔɪɚr,s23r
sax,sæks,s@ks
say,seɪ,s8
saying,seɪɪŋ,s81N
says,sɛz,sEz
scab,skæb,sk@b
scald,skɔld,skcld
scale,skeɪl,sk8l
scales,skeɪlz,sk8lz
scallions,skæljəns,sk@ljens
scalp,skælp,sk@lp
scalpel,skælpəl,sk@lpel
scam,skæm,sk@m
scan,skæn,sk@n
scant,skænt,sk@nt
scar,skɑr,skar
scarce,skɛrs,skErs
scare,skɛr,skEr
scarecrow,skɛrkroʊ,skErkro
scared,skɛrd,skErd
scarf,skɑrf,skarf
scariness,skɛrinəs,skErines
scarlet,skɑrlət,skarlet
scary,skɛri,skEri
scatter,skætɚr,sk@t3r
scenario,sənɛrioʊ,senErio
scene,sin,sin
scent,sɛnt,sEnt
scented,sɛntɪd,sEnt1d
schedule,skɛdʒul,skEGul
scheme,skim,skim
schizophrenic,skɪtsəfrɛnɪk,sk1tsefrEn1k
schlep,ʃlɛp,SlEp
schlepp,ʃlɛp,SlEp
schmuck,ʃmʌk,Sm^k
schnook,ʃnʊk,SnUk
scholar,skɑlɚr,skal3r
school,skul,skul
schoolbook,skulbʊk,skulbUk
schoolboy,skulbɔɪ,skulb2
schoolchild,skultʃaɪld,skulC5ld
schoolgirl,skulgɚrl,skulg3rl
schoolhouse,skulhaʊs,skulhOs
schooling,skulɪŋ,skul1N
schoolmate,skulmeɪt,skulm8t
schoolwork,skulwɚrk,skulw3rk
schoolyard,skʊljɑrd,skUljard
schwa,ʃwɑ,Swa
science,saɪəns,s5ens
scientist,saɪəntɪst,s5ent1st
scintillate,sɪntəleɪt,s1ntel8t
scissor,sɪzɚr,s1z3r
scissors,sɪzɚrz,s1z3rz
scold,skoʊld,skold
scone,skoʊn,skon
scoop,skup,skup
scooper,skupɚr,skup3r
scoot,skut,skut
scooter,skutɚr,skut3r
scope,skoʊp,skop
score,skɔr,skcr
scoreboard,skɔrbɔrd,skcrbcrd
scored,skɔrd,skcrd
scorn,skɔrn,skcrn
scorpion,skɔrpiən,skcrpien
scotch,skɑtʃ,skaC
scott,skɑt,skat
scour,skaʊɚr,skO3r
scour,skaʊr,skOr
scourge,skɚrdʒ,sk3rG
scout,skaʊt,skOt
scouts,skaʊts,skOts
scram,skræm,skr@m
scramble,skræmbəl,skr@mbel
scrambled,skræmbəld,skr@mbeld
scrap,skræp,skr@p
scrape,skreɪp,skr8p
scratch,skrætʃ,skr@C
scratcher,skrætʃɚr,skr@C3r
scratchy,skrætʃi,skr@Ci
scream,skrim,skrim
screamed,skrimd,skrimd
screaming,skrimɪŋ,skrim1N
screams,skrimz,skrimz
screech,skritʃ,skriC
screen,skrin,skrin
screw,skru,skru
screwdriver,skrudraɪvɚr,skrudr5v3r
screwed,skrud,skrud
scribble,skrɪbəl,skr1bel
scribe,skraɪb,skr5b
scrim,skrɪm,skr1m
script,skrɪpt,skr1pt
scripture,skrɪptʃɚr,skr1pC3r
scroll,skroʊl,skrol
scrub,skrʌb,skr^b
scruff,skrʌf,skr^f
scrunch,skrʌntʃ,skr^nC
scuba,skubə,skube
scuff,skʌf,sk^f
sculpt,skʌlpt,sk^lpt
sculpture,skʌlptʃɚr,sk^lpC3r
scumbag,skʌmbæg,sk^mb@g
sea,si,si
seafood,sifud,sifud
seagull,sigʌl,sig^l
seahorse,sihɔrs,sihcrs
seal,sil,sil
seam,sim,sim
sear,sɪr,s1r
search,sɚrtʃ,s3rC
searching,sɚrtʃɪŋ,s3rC1N
seashell,siʃɛl,siSEl
seashore,siʃɔr,siScr
seaside,sisaɪd,sis5d
season,sizən,sizen
seasonal,sizənəl,sizenel
seasoning,sizənɪŋ,sizen1N
seat,sit,sit
seatbelt,sitbɛlt,sitbElt
seating,sitɪŋ,sit1N
seats,sits,sits
seawater,siwɑtɚr,siwat3r
seawater,siwɔtɚr,siwct3r
seaweed,siwid,siwid
sec,sɛk,sEk
second,sɛkənd,sEkend
seconds,sɛkəndz,sEkendz
secret,sikrɪt,sikr1t
secret,sikrət,sikret
secretary,sɛkrətɛri,sEkretEri
secretly,sikrɪtli,sikr1tli
secrets,sikrɪts,sikr1ts
sect,sɛkt,sEkt
section,sɛkʃən,sEkSen
sector,sɛktɚr,sEkt3r
secure,sɪkjʊr,s1kjUr
secured,sɪkjʊrd,s1kjUrd
security,sɪkjʊrəti,s1kjUreti
sedan,sədæn,sed@n
see,si,si
seed,sid,sid
seedless,sidləs,sidles
seedling,sidlɪŋ,sidl1N
seeds,sidz,sidz
seeing,siɪŋ,si1N
seek,sik,sik
seeker,sikɚr,sik3r
seeking,sikɪŋ,sik1N
seem,sim,sim
seemed,simd,simd
seems,simz,simz
seen,sin,sin
seep,sip,sip
sees,siz,siz
seesaw,sisɔ,sisc
seize,siz,siz
seizure,siʒɚr,siZ3r
seldom,sɛldəm,sEldem
select,səlɛkt,selEkt
selected,səlɛktəd,selEkted
selected,səlɛktɪd,selEkt1d
selection,səlɛkʃən,selEkSen
self,sɛlf,sElf
selfish,sɛlfɪʃ,sElf1S
selfishness,sɛlfɪʃnəs,sElf1Snes
sell,sɛl,sEl
seller,sɛlɚr,sEl3r
selling,sɛlɪŋ,sEl1N
seltzer,sɛltsɚr,sElts3r
semen,simən,simen
semicolon,sɛmikoʊlən,sEmikolen
seminar,sɛmənɑr,sEmenar
senate,sɛnət,sEnet
senate,sɛnɪt,sEn1t
senator,sɛnətɚr,sEnet3r
send,sɛnd,sEnd
sender,sɛndɚr,sEnd3r
sending,sɛndɪŋ,sEnd1N
senior,sinjɚr,sinj3r
senor,sinjɔr,sinjcr
sensation,sɛnseɪʃən,sEns8Sen
sense,sɛns,sEns
sensitive,sɛnsətɪv,sEnset1v
sensitive,sɛnsɪtɪv,sEns1t1v
sensors,sɛnsɚrz,sEns3rz
sent,sɛnt,sEnt
sentence,sɛntəns,sEntens
seoul,soʊl,sol
separate,sɛpɚreɪt,sEp3r8t
separate,sɛpɚrɪt,sEp3r1t
separation,sɛpəreɪʃən,sEper8Sen
sequester,sɪkwɛstɚr,s1kwEst3r
sequoia,sɪkwɔɪə,s1kw2e
serenade,sɛrəneɪd,sEren8d
serf,sɚrf,s3rf
serge,sɚrdʒ,s3rG
sergeant,sɑrdʒənt,sarGent
series,sɪriz,s1riz
serious,sɪriəs,s1ries
seriously,sɪriəsli,s1riesli
sermon,sɚrmən,s3rmen
serpent,sɚrpənt,s3rpent
serum,sɪrəm,s1rem
serve,sɚrv,s3rv
served,sɚrvd,s3rvd
serves,sɚrvz,s3rvz
service,sɚrvəs,s3rves
service,sɚrvɪs,s3rv1s
services,sɚrvəsəz,s3rvesez
services,sɚrvɪsɪz,s3rv1s1z
sesame,sɛsəmi,sEsemi
session,sɛʃən,sESen
sessions,sɛʃənz,sESenz
set,sɛt,sEt
seth,sɛθ,sET
sets,sɛts,sEts
setting,sɛtɪŋ,sEt1N
settle,sɛtəl,sEtel
settled,sɛtəld,sEteld
settlement,sɛtəlmənt,sEtelment
seven,sɛvən,sEven
seventeen,sɛvəntin,sEventin
seventh,sɛvənθ,sEvenT
several,sɛvɚrəl,sEv3rel
severe,sɪvɪr,s1v1r
sew,soʊ,so
sewer,suɚr,su3r
sewing,soʊɪŋ,so1N
sewn,soʊn,son
sex,sɛks,sEks
sexual,sɛkʃuəl,sEkSuel
sexy,sɛksi,sEksi
shack,ʃæk,S@k
shade,ʃeɪd,S8d
shaded,ʃeɪdɪd,S8d1d
shadow,ʃædʊ,S@dU
shadowy,ʃædoʊi,S@doi
shaft,ʃæft,S@ft
shag,ʃæg,S@g
shah,ʃɑ,Sa
shake,ʃeɪk,S8k
shaker,ʃeɪkɚr,S8k3r
shakes,ʃeɪks,S8ks
shaky,ʃeɪki,S8ki
shall,ʃæl,S@l
shallow,ʃæloʊ,S@lo
shalt,ʃælt,S@lt
sham,ʃæm,S@m
shame,ʃeɪm,S8m
shameful,ʃeɪmfəl,S8mfel
shampoo,ʃæmpu,S@mpu
shanghai,ʃæŋhaɪ,S@Nh5
shank,ʃæŋk,S@Nk
shape,ʃeɪp,S8p
shard,ʃɑrd,Sard
share,ʃɛr,SEr
shares,ʃɛrz,SErz
shark,ʃɑrk,Sark
sharp,ʃɑrp,Sarp
sharpen,ʃɑrpən,Sarpen
sharpener,ʃɑrpənɚr,Sarpen3r
sharpener,ʃɑrpnɚr,Sarpn3r
shave,ʃeɪv,S8v
shaving,ʃeɪvɪŋ,S8v1N
shawl,ʃɔl,Scl
shay,ʃeɪ,S8
she,ʃi,Si
sheaf,ʃif,Sif
shear,ʃɪr,S1r
sheath,ʃiθ,SiT
shed,ʃɛd,SEd
sheen,ʃin,Sin
sheep,ʃip,Sip
sheer,ʃɪr,S1r
sheet,ʃit,Sit
sheik,ʃik,Sik
shelf,ʃɛlf,SElf
shell,ʃɛl,SEl
shells,ʃɛlz,SElz
shelter,ʃɛltɚr,SElt3r
shelve,ʃɛlv,SElv
shepherd,ʃɛpɚrd,SEp3rd
shepherding,ʃɛpɚrdɪŋ,SEp3rd1N
sherbet,ʃɚrbət,S3rbet
sheriff,ʃɛrəf,SEref
sherlock,ʃɚrlɑk,S3rlak
shh,ʃ,S
shield,ʃild,Sild
shields,ʃildz,Sildz
shift,ʃɪft,S1ft
shifts,ʃɪfts,S1fts
shill,ʃɪl,S1l
shim,ʃɪm,S1m
shin,ʃɪn,S1n
shine,ʃaɪn,S5n
shining,ʃaɪnɪŋ,S5n1N
shiny,ʃaɪni,S5ni
ship,ʃɪp,S1p
shipment,ʃɪpmənt,S1pment
shipping,ʃɪpɪŋ,S1p1N
ships,ʃɪps,S1ps
shipwrecked,ʃɪprɛkt,S1prEkt
shirley,ʃɚrli,S3rli
shirt,ʃɚrt,S3rt
shirtless,ʃɚrtləs,S3rtles
shirtsleeve,ʃɚrtsliv,S3rtsliv
shit,ʃɪt,S1t
shiver,ʃɪvɚr,S1v3r
shlep,ʃlɛp,SlEp
shlepp,ʃlɛp,SlEp
shoal,ʃoʊl,Sol
shock,ʃɑk,Sak
shocking,ʃɑkɪŋ,Sak1N
shod,ʃɑd,Sad
shoe,ʃu,Su
shoelace,ʃuleɪs,Sul8s
shoes,ʃuz,Suz
shoeshine,ʃuʃaɪn,SuS5n
shoestring,ʃustrɪŋ,Sustr1N
shone,ʃoʊn,Son
shoo,ʃu,Su
shook,ʃʊk,SUk
shoot,ʃut,Sut
shooting,ʃutɪŋ,Sut1N
shop,ʃɑp,Sap
shopper,ʃɑpɚr,Sap3r
shopping,ʃɑpɪŋ,Sap1N
shore,ʃɔr,Scr
shoreline,ʃɔrlaɪn,Scrl5n
short,ʃɔrt,Scrt
shortage,ʃɔrtɪdʒ,Scrt1G
shortcake,ʃɔrtkeɪk,Scrtk8k
shortcut,ʃɔrtkʌt,Scrtk^t
shorten,ʃɔrtən,Scrten
shorter,ʃɔrtɚr,Scrt3r
shorts,ʃɔrts,Scrts
shot,ʃɑt,Sat
shotgun,ʃɑtgʌn,Satg^n
shots,ʃɑts,Sats
should,ʃʊd,SUd
shoulder,ʃoʊldɚr,Sold3r
shout,ʃaʊt,SOt
shouter,ʃaʊtɚr,SOt3r
shouting,ʃaʊtɪŋ,SOt1N
shove,ʃʌv,S^v
shovel,ʃʌvəl,S^vel
show,ʃoʊ,So
showed,ʃoʊd,Sod
shower,ʃaʊɚr,SO3r
showers,ʃaʊɚrz,SO3rz
showing,ʃoʊɪŋ,So1N
shown,ʃoʊn,Son
shows,ʃoʊz,Soz
shrank,ʃræŋk,Sr@Nk
shred,ʃrɛd,SrEd
shrewd,ʃrud,Srud
shriek,ʃrik,Srik
shrill,ʃrɪl,Sr1l
shrimp,ʃrɪmp,Sr1mp
shrine,ʃraɪn,Sr5n
shrink,ʃrɪŋk,Sr1Nk
shrivel,ʃrɪvəl,Sr1vel
shroud,ʃraʊd,SrOd
shrub,ʃrʌb,Sr^b
shrug,ʃrʌg,Sr^g
shuck,ʃʌk,S^k
shuffling,ʃʌflɪŋ,S^fl1N
shun,ʃʌn,S^n
shunt,ʃʌnt,S^nt
shush,ʃʊʃ,SUS
shut,ʃʌt,S^t
shutter,ʃʌtɚr,S^t3r
shuttle,ʃʌtəl,S^tel
shy,ʃaɪ,S5
shyness,ʃaɪnəs,S5nes
sibling,sɪblɪŋ,s1bl1N
sick,sɪk,s1k
sicken,sɪkən,s1ken
sickening,sɪknɪŋ,s1kn1N
sickening,sɪkənɪŋ,s1ken1N
sickly,sɪkli,s1kli
sickness,sɪknəs,s1knes
side,saɪd,s5d
sides,saɪdz,s5dz
sidewalk,saɪdwɔk,s5dwck
sideway,saɪdweɪ,s5dw8
siege,sidʒ,siG
sieve,sɪv,s1v
sift,sɪft,s1ft
sigh,saɪ,s5
sighs,saɪz,s5z
sight,saɪt,s5t
sights,saɪts,s5ts
sightsee,saɪtsi,s5tsi
sign,saɪn,s5n
signal,sɪgnəl,s1gnel
signature,sɪgnətʃɚr,s1gneC3r
signed,saɪnd,s5nd
signer,saɪnɚr,s5n3r
significance,sɪgnɪfɪkəns,s1gn1f1kens
significant,sɪgnɪfɪkənt,s1gn1f1kent
signs,saɪnz,s5nz
silence,saɪləns,s5lens
silent,saɪlənt,s5lent
silhouette,sɪləwɛt,s1lewEt
silk,sɪlk,s1lk
sill,sɪl,s1l
silliness,sɪlinəs,s1lines
silly,sɪli,s1li
silt,sɪlt,s1lt
silver,sɪlvɚr,s1lv3r
silverware,sɪlvɚrwɛr,s1lv3rwEr
similar,sɪməlɚr,s1mel3r
simile,sɪməli,s1meli
simmons,sɪmənz,s1menz
simon,saɪmən,s5men
simple,sɪmpəl,s1mpel
simply,sɪmpli,s1mpli
sin,sɪn,s1n
since,sɪns,s1ns
sincere,sɪnsɪr,s1ns1r
sincerely,sɪnsɪrli,s1ns1rli
sine,saɪn,s5n
sing,sɪŋ,s1N
singer,sɪŋɚr,s1N3r
singing,sɪŋɪŋ,s1N1N
single,sɪŋgəl,s1Ngel
sink,sɪŋk,s1Nk
sinker,sɪŋkɚr,s1Nk3r
sinking,sɪŋkɪŋ,s1Nk1N
sinner,sɪnɚr,s1n3r
sioux,su,su
sip,sɪp,s1p
sir,sɚr,s3r
siren,saɪrən,s5ren
sirens,saɪrənz,s5renz
sissy,sɪsi,s1si
sister,sɪstɚr,s1st3r
sisters,sɪstɚrz,s1st3rz
sit,sɪt,s1t
site,saɪt,s5t
sitter,sɪtɚr,s1t3r
sitting,sɪtɪŋ,s1t1N
situation,sɪtʃueɪtʃən,s1Cu8Cen
six,sɪks,s1ks
sixteen,sɪkstin,s1kstin
sixth,sɪksθ,s1ksT
sixty,sɪksti,s1ksti
size,saɪz,s5z
sizzle,sɪzəl,s1zel
skate,skeɪt,sk8t
skateboard,skeɪtbɔrd,sk8tbcrd
skater,skeɪtɚr,sk8t3r
skating,skeɪtɪŋ,sk8t1N
skeet,skit,skit
skeleton,skɛlətən,skEleten
sketch,skɛtʃ,skEC
ski,ski,ski
skid,skɪd,sk1d
skidoo,skɪdu,sk1du
skiff,skɪf,sk1f
skiing,skiɪŋ,ski1N
skill,skɪl,sk1l
skillet,skɪlɪt,sk1l1t
skills,skɪlz,sk1lz
skin,skɪn,sk1n
skinner,skɪnɚr,sk1n3r
skinny,skɪni,sk1ni
skip,skɪp,sk1p
skipped,skɪpt,sk1pt
skirt,skɚrt,sk3rt
skis,skiz,skiz
skit,skɪt,sk1t
skittle,skɪtəl,sk1tel
skulk,skʌlk,sk^lk
skull,skʌl,sk^l
skunk,skʌŋk,sk^Nk
sky,skaɪ,sk5
slab,slæb,sl@b
slack,slæk,sl@k
slain,sleɪn,sl8n
slam,slæm,sl@m
slang,slæŋ,sl@N
slant,slænt,sl@nt
slap,slæp,sl@p
slapped,slæpt,sl@pt
slash,slæʃ,sl@S
slat,slæt,sl@t
slate,sleɪt,sl8t
slaughter,slɔtɚr,slct3r
slave,sleɪv,sl8v
slaw,slɔ,slc
slay,sleɪ,sl8
sled,slɛd,slEd
sleek,slik,slik
sleep,slip,slip
sleeper,slipɚr,slip3r
sleepiness,slipinəs,slipines
sleeping,slipɪŋ,slip1N
sleepover,slipoʊvɚr,slipov3r
sleepwalk,slipwɔk,slipwck
sleepwear,slipwɛr,slipwEr
sleepy,slipi,slipi
sleet,slit,slit
sleeve,sliv,sliv
sleeveless,slivlɪs,slivl1s
sleigh,sleɪ,sl8
sleight,slaɪt,sl5t
slender,slɛndɚr,slEnd3r
slept,slɛpt,slEpt
sleuth,sluθ,sluT
slice,slaɪs,sl5s
slick,slɪk,sl1k
slid,slɪd,sl1d
slide,slaɪd,sl5d
slight,slaɪt,sl5t
slim,slɪm,sl1m
slime,slaɪm,sl5m
slimy,slaɪmi,sl5mi
sling,slɪŋ,sl1N
slingshot,slɪŋʃɑt,sl1NSat
slinky,slɪŋki,sl1Nki
slip,slɪp,sl1p
slipped,slɪpt,sl1pt
slipper,slɪpɚr,sl1p3r
slippers,slɪpɚrz,sl1p3rz
slippery,slɪpɚri,sl1p3ri
slippery,slɪpri,sl1pri
slipping,slɪpɪŋ,sl1p1N
slit,slɪt,sl1t
slither,slɪðɚr,sl1D3r
sliver,slɪvɚr,sl1v3r
sloan,sloʊn,slon
slob,slɑb,slab
slobber,slɑbɚr,slab3r
sloe,sloʊ,slo
sloop,slup,slup
slop,slɑp,slap
slope,sloʊp,slop
sloppiness,slɑpinəs,slapines
sloppy,slɑpi,slapi
slot,slɑt,slat
sloth,slɔθ,slcT
sloth,sloʊθ,sloT
slouch,slaʊtʃ,slOC
slough,slʌf,sl^f
slow,sloʊ,slo
slowdown,sloʊdaʊn,slodOn
slower,sloʊɚr,slo3r
slowly,sloʊli,sloli
slowpoke,sloʊpoʊk,slopok
sludge,slʌdʒ,sl^G
slug,slʌg,sl^g
sluice,slus,slus
slum,slʌm,sl^m
slumber,slʌmbɚr,sl^mb3r
slump,slʌmp,sl^mp
slung,slʌŋ,sl^N
slurp,slɚrp,sl3rp
